,links
1191,http://aajtak.intoday.in/gallery/top-news-of-21st-november-2015-1-9460.html
1192,http://aajtak.intoday.in/gallery/mumbai-local-halts-in-rain-1-4006.html
1193,http://aajtak.intoday.in/gallery/top-news-of-3-december-2013-1-6092.html
1194,http://aajtak.intoday.in/gallery/top-news-of-18-august-2013-1-5694.html
1195,http://aajtak.intoday.in/gallery/sikkim-saw-the-first-snowfall-of-the-season-and-the-year-1-11293.html
1196,http://aajtak.intoday.in/gallery/17-december-2012-news-reel-of-the-day-1-4620.html
1197,http://aajtak.intoday.in/gallery/top-news-of-7th-january-2016-1-9655.html
1198,http://aajtak.intoday.in/gallery/babri-masjid-case-cbi-ram-mandir-1-12832.html
1199,http://aajtak.intoday.in/gallery/usa-educated-yaduveer-wadiyar-23-is-mysurus-new-maharaja-1-8693.html
1200,http://aajtak.intoday.in/gallery/pyaar-ka-punchnama-2-team-celebrates-the-films-success-1-9377.html
1201,http://aajtak.intoday.in/gallery/news-on-12-march-2013-1-5069.html
1202,http://aajtak.intoday.in/gallery/top-news-of-26th-october-2013-1-5963.html
1203,http://aajtak.intoday.in/gallery/top-headlines-of-27th-april-2014-1-6666.html
1204,http://aajtak.intoday.in/gallery/top-news-of-6th-march-2016-1-9898.html
1205,http://aajtak.intoday.in/gallery/top-news-of-29-july-2014top-news-of-29-july-2014-1-7086.html
1206,http://aajtak.intoday.in/gallery/top-news-of-24th-august-2016-on-jammu-kashmir-earthquake-indian-navy-gst-bill-rajnath-singh-1-10890.html
1207,http://aajtak.intoday.in/gallery/top-news-of-11-april-2013-1-5235.html
1208,http://aajtak.intoday.in/gallery/Indian-Air-Force-celebrates-80th-anniversary-1-4216.html
1209,http://aajtak.intoday.in/gallery/top-news-of-05-july-2014-1-6982.html
1210,http://aajtak.intoday.in/gallery/15-sept-newsreel-1-4080.html
1211,http://aajtak.intoday.in/gallery/bank-employees-on-strike-1-3942.html
1212,http://aajtak.intoday.in/gallery/chetak-commando-thar-shakti-operation-1-12563.html
1213,http://aajtak.intoday.in/gallery/top-news-of-4th-august-2013-1-5620.html
1214,http://aajtak.intoday.in/gallery/top-news-of-11th-may-2016-on-uttarakhand-floor-test-result-augusta-westland-deal-middleman-1-10272.html
1215,http://aajtak.intoday.in/gallery/news-in-photo-12-july-2012-1-3689.html
1216,http://aajtak.intoday.in/gallery/cyclone-phailin-disrupts-life-in-the-coastal-areas-of-orissa-and-andhra-pradesh-1-5909.html
1217,http://aajtak.intoday.in/gallery/top-news-of-7th-august-2014-1-7134.html
1218,http://aajtak.intoday.in/gallery/photos-know-current-rate-of-petrol-in-your-city-1-4913.html
1219,http://aajtak.intoday.in/gallery/india-today-conclave-2014-high-growth-or-high-dole-1-6462.html
1220,http://aajtak.intoday.in/gallery/news-on-31-march-2014-1-6558.html
1221,http://aajtak.intoday.in/gallery/top-news-of-27th-august-2015-1-9146.html
1222,http://aajtak.intoday.in/gallery/Ramdev-to-protest-outside-Parliament-1-3884.html
1223,http://aajtak.intoday.in/gallery/Top-news-of-22st-October-2012-1-4287.html
1224,http://aajtak.intoday.in/gallery/janata-parivar-announces-merger-mulayam-to-head-new-party-1-8519.html
1225,http://aajtak.intoday.in/gallery/top-news-of-oct-1-in-pics-1-5869.html
1226,http://aajtak.intoday.in/gallery/garud-commando-died-in-kashmir-bandipora-milind-khairnar-killed-terrorist-in-kashmir-states-tst-1-15318.html
1227,http://aajtak.intoday.in/gallery/10-may-2012-1-3379.html
1228,http://aajtak.intoday.in/gallery/top-news-of-1st-may-2016-1-10194.html
1229,http://aajtak.intoday.in/gallery/news-on-19-september-in-pics-1-5821.html
1230,http://aajtak.intoday.in/gallery/bjp-is-like-congress-on-black-money-issue-1-8628.html
1231,http://aajtak.intoday.in/gallery/durga-shakti-and-other-bureaucrats-who-refused-to-say-yes-minister-and-suffered-for-it-1-5595.html
1232,http://aajtak.intoday.in/gallery/top-news-of-21st-july-2015-1-8953.html
1233,http://aajtak.intoday.in/gallery/12-feb-2013-news-in-pics-1-4902.html
1234,http://aajtak.intoday.in/gallery/news-of-28-july-2013-in-pics-1-5592.html
1235,http://aajtak.intoday.in/gallery/sex-workers-rally-india-social-right-dignity-1-11521.html
1236,http://aajtak.intoday.in/gallery/9-optical-illusion-photos-1-8834.html
1237,http://aajtak.intoday.in/gallery/news-on-11-march-2013-1-5064.html
1238,http://aajtak.intoday.in/gallery/top-news-of-the-18-june-2014-1-6914.html
1239,http://aajtak.intoday.in/gallery/top-10--most-famous-dog-breeds-in-india-1-8066.html
1240,http://aajtak.intoday.in/gallery/sukmas-martyrs-the-country-salute-see-photos-1-12234.html
1241,http://aajtak.intoday.in/gallery/24-Sept-newsreel-1-4128.html
1242,http://aajtak.intoday.in/gallery/bhavneshwar-saffron-party-national-executive-odisha-bhubaneswar-1-12051.html
1243,http://aajtak.intoday.in/gallery/Aaj-Tak-honours-companies-which-excelled-at-corporate-social-responsibility-activities-1-3541.html
1244,http://aajtak.intoday.in/gallery/top-news-of-19th-july-2016-on-bjp-aam-aadmi-party-navjot-singh-sidhu-uttar-pradesh-election-vijender-singh-through-pictures-1-10714.html
1245,http://aajtak.intoday.in/gallery/ram-rahim-singh-dera-sacha-sauda-10-shocking-things-to-know-sex-addiction-1-14671.html
1246,http://aajtak.intoday.in/gallery/Newsreel-of-2-Oct-2012-1-4176.html
1247,http://aajtak.intoday.in/gallery/top-news-of-23rd-january-2016-in-photos-1-9713.html
1248,http://aajtak.intoday.in/gallery/10-june-2012-1-3547.html
1249,http://aajtak.intoday.in/gallery/politicians-who-have-been-trapped-in-sex-scandal-kc-patil-mahipal-maderna-abhishek-manu-singhvi-1-12321.html
1250,http://aajtak.intoday.in/gallery/top-and-big-news-of-9th-june-2016-1-10490.html
1251,http://aajtak.intoday.in/gallery/top-news-of-24th-april-2016-on-sumitra-mahajan-uttarakhand-narendra-modi-panchayat-raj-kanhaiya-kumar-and-vijay-mallya-1-10158.html
1252,http://aajtak.intoday.in/gallery/12-june-2012-1-3553.html
1253,http://aajtak.intoday.in/gallery/top-news-of-12-june-2013-1-5449.html
1254,http://aajtak.intoday.in/gallery/16-june-2013-big-news-of-the-day-in-photos-1-5457.html
1255,http://aajtak.intoday.in/gallery/top-news-of-26th-june-2014-1-6951.html
1256,http://aajtak.intoday.in/gallery/bushra-sheikh-the-jamia-millia-islamia-student-speaks-against-her-father-and-patriarchy-1-12374.html
1257,http://aajtak.intoday.in/gallery/15-coaches-of-ajmer-sealdah-express-derail-near-kanpur-several-injured-1-11282.html
1258,http://aajtak.intoday.in/gallery/india-celebrates-66th-republic-day-pictures-of-republic-day-parade-1-8190.html
1259,http://aajtak.intoday.in/gallery/eid-celebration-border-indian-army-pak-rangers-1-13237.html
1260,http://aajtak.intoday.in/gallery/rjd-president-lalu-prasad-yadav-may-be-discharged-from-hospital-by-weekend-lalu-hospital-photos--1-7294.html
1261,http://aajtak.intoday.in/gallery/pm-narendra-modi-laid-foundation-stone-of-delhi-meerut-expressway-1-9625.html
1262,http://aajtak.intoday.in/gallery/those-who-were-against-narendra-modi-in-bjp-also-celebrated-the-victory-1-6746.html
1263,http://aajtak.intoday.in/gallery/top-news-of-29th-november-2015-1-9484.html
1264,http://aajtak.intoday.in/gallery/top-news-of-16-february-2015-in-pictures-1-8287.html
1265,http://aajtak.intoday.in/gallery/narendra-modi-live-chat-1-3995.html
1266,http://aajtak.intoday.in/gallery/captain-sachins-day-out-on-air-force-day-1-7498.html
1267,http://aajtak.intoday.in/gallery/bharat-bandh-for-petrol-hike-1-3487.html
1268,http://aajtak.intoday.in/gallery/top-news-of-1st-august-2015-1-9019.html
1269,http://aajtak.intoday.in/gallery/in-pictures-top-news-of-23rd-march-2014-1-6527.html
1270,http://aajtak.intoday.in/gallery/in-pictures-top-news-of-1st-march--1-8332.html
1271,http://aajtak.intoday.in/gallery/pakistan-wants-gilgit-baltistan-india-beautiful-pictures-1-11714.html
1272,http://aajtak.intoday.in/gallery/flood-heavy-flood-in-india-people-rescue-by-indian-air-force-in-flood-gujarat-1-13642.html
1273,http://aajtak.intoday.in/gallery/top-news-of-18th-july-2016-on-kashmir-violence-bjp-aam-aadmi-party-up-cabinet-pm-modi-1-10707.html
1274,http://aajtak.intoday.in/gallery/top-news-of-20th-january-in-pictures-1-9705.html
1275,http://aajtak.intoday.in/gallery/top-news-of-19-august-2014-1-7185.html
1276,http://aajtak.intoday.in/gallery/top-news-of-29th-april-2014-1-6674.html
1277,http://aajtak.intoday.in/gallery/baba-ramdev-goes-topless-in-press-conference-1-8587.html
1278,http://aajtak.intoday.in/gallery/who-is-pankhuri-pathak-who-resigned-from-samajwadi-party-akhilesh-yadav-1-12309.html
1279,http://aajtak.intoday.in/gallery/up-assembly-uproar-in-first-session-1-12568.html
1280,http://aajtak.intoday.in/gallery/2nd-january-s-all-big-news-in-photos-1-9635.html
1281,http://aajtak.intoday.in/gallery/triple-talaq-supreme-court-muslim-personal-law-board-salman-khurshid-1-12531.html
1282,http://aajtak.intoday.in/gallery/तस्वीरों-में-देखें-क्यों-खास-है-22-सितंबर-2015-1-9247.html
1283,http://aajtak.intoday.in/gallery/तस-व-र-म-द-ख-14-फरवर-2016-क-बड-खबर-1-9804.html
1284,http://aajtak.intoday.in/gallery/top-news-of-8th-january-2016-1-9658.html
1285,http://aajtak.intoday.in/gallery/top-news-of-2-august-2014-1-7109.html
1286,http://aajtak.intoday.in/gallery/narendra-modi-govt-constitutes-sit-for-black-money-in-first-cabinet-meeting-1-6795.html
1287,http://aajtak.intoday.in/gallery/big-news-with-picture-27th-july-2016-1-10759.html
1288,http://aajtak.intoday.in/gallery/top-news-of-02-january-2014-1-6214.html
1289,http://aajtak.intoday.in/gallery/i-would-have-wooed-wahida-rehman-says-amitabh-bachchan-1-6457.html
1290,http://aajtak.intoday.in/gallery/top-news-of-20-november-2013-1-6053.html
1291,http://aajtak.intoday.in/gallery/India-Today-Cicero-Survey:-These-are-by-far-the-best-Prime-Ministers-of-India-1-8460.html
1292,http://aajtak.intoday.in/gallery/top-news-of-5th-june-2014-1-6830.html
1293,http://aajtak.intoday.in/gallery/23-august-2012-1-3956.html
1294,http://aajtak.intoday.in/gallery/big-news-of-4th-november-2014-in-picture-1-7679.html
1295,http://aajtak.intoday.in/gallery/top-news-of-19th-march-2016-with-pic-1-9982.html
1296,http://aajtak.intoday.in/gallery/-UPA-cabinet-reshuffle-22-new-ministers-in-govt-1-4320.html
1297,http://aajtak.intoday.in/gallery/top-news-of-11th-january-2016-1-9668.html
1298,http://aajtak.intoday.in/gallery/hina-rabbani-khar-a-style-icon-1-1928.html
1299,http://aajtak.intoday.in/gallery/Pranab-Mukherjee-visits-Rajghat-before-swearing-in-1-3754.html
1300,http://aajtak.intoday.in/gallery/top-news-of-16th-september-2013-1-5811.html
1301,http://aajtak.intoday.in/gallery/top-news-of-3rd-april-2016-1-10047.html
1302,http://aajtak.intoday.in/gallery/news-on-14th-june-in-pics-1-6877.html
1303,http://aajtak.intoday.in/gallery/salman-4-others-charged-with-hunting-blackbucks-trial-in-april-1-5146.html
1304,http://aajtak.intoday.in/gallery/top-news-of-22-may-2013-1-5398.html
1305,http://aajtak.intoday.in/gallery/double-decker-trains-in-india--1-8573.html
1306,http://aajtak.intoday.in/gallery/north-grid-failure-paralysis-delhi-1-3796.html
1307,http://aajtak.intoday.in/gallery/top-news-of-december-8-2013-1-6127.html
1308,http://aajtak.intoday.in/gallery/19-may-2012-1-3423.html
1309,http://aajtak.intoday.in/gallery/top-news-on-16th-september-2016-1-10989.html
1310,http://aajtak.intoday.in/gallery/mumbai-gang-rape-accused-taken-to-shakti-mills-compound-1-5738.html
1311,http://aajtak.intoday.in/gallery/Diwali-is-definitely-about-lights-1-4351.html
1312,http://aajtak.intoday.in/gallery/top-news-of-august-16-2013-in-pics-1-5682.html
1313,http://aajtak.intoday.in/gallery/pictures-muri-express-train-accident-rourkela-jammu-tawi-1-8684.html
1314,http://aajtak.intoday.in/gallery/top-news-of-25th-january-2016-1-9720.html
1315,http://aajtak.intoday.in/gallery/11-december-2012-important-news-and-events-1-4576.html
1316,http://aajtak.intoday.in/gallery/top-news-of-24th-nov-2013-1-6063.html
1317,http://aajtak.intoday.in/gallery/congress-vice-president-rahul-gandhi-meets-farmers-during-padyatra-at-adilabad-in-telangana--1-8638.html
1318,http://aajtak.intoday.in/gallery/top-news-of-11th-august-2016-1-10835.html
1319,http://aajtak.intoday.in/gallery/top-news-of-5th-january-2016-in-pictures-1-9647.html
1320,http://aajtak.intoday.in/gallery/opening-of-india-today-conclave-2016-with-speech-of-group-chairman-arun-purie-1-9963.html
1321,http://aajtak.intoday.in/gallery/top-news-of-15th-january-2016-1-9688.html
1322,http://aajtak.intoday.in/gallery/salute-to-26-11-martyrs-1-490.html
1323,http://aajtak.intoday.in/gallery/specialities-of-akhilesh-yadav-laptop--1-5067.html
1324,http://aajtak.intoday.in/gallery/siachin-day-indian-army-brave-pics-1-12037.html
1325,http://aajtak.intoday.in/gallery/from-jawaharlal-nehru-to-varun-gandhi-pictures-of-mp-from-gandhi-family-1-7330.html
1326,http://aajtak.intoday.in/gallery/30-march-2014-top-news-of-the-day-1-6556.html
1327,http://aajtak.intoday.in/gallery/top-news-of-25th-april-2014-1-6657.html
1328,http://aajtak.intoday.in/gallery/top-news-of-28th-october-2013-1-5972.html
1329,http://aajtak.intoday.in/gallery/pics--news-reel-of-26-december-2012-1-4664.html
1330,http://aajtak.intoday.in/gallery/big-news-of-24th-october-in-pictures-1-7601.html
1331,http://aajtak.intoday.in/gallery/india-runs-for-unity-in-pics-1-7646.html
1332,http://aajtak.intoday.in/gallery/top-news-of-15th-jan-2014-1-6258.html
1333,http://aajtak.intoday.in/gallery/top-100-news-of-4th-august-2015-1-9033.html
1334,http://aajtak.intoday.in/gallery/chandrababu-naidu-padayatra-telugu-desam-party-president-1-4621.html
1335,http://aajtak.intoday.in/gallery/top-news-of-11th-feb-2014-1-6361.html
1336,http://aajtak.intoday.in/gallery/woman-who-make-news-due-to-her-beauty-besides-profession-1-8405.html
1337,http://aajtak.intoday.in/gallery/serial-blasts-in-pune-1-3802.html
1338,http://aajtak.intoday.in/gallery/details-of-sonipat-rape-victim-found-in-rohtak-revealed-in-media-reports-1-12560.html
1339,http://aajtak.intoday.in/gallery/top-news-of-27th-october-2013-1-5967.html
1340,http://aajtak.intoday.in/gallery/top-news-of-5-april-2013-1-5200.html
1341,http://aajtak.intoday.in/gallery/top-news-and-headlines-on-16th-april-1-10115.html
1342,http://aajtak.intoday.in/gallery/chalo-assembly-protest-bid-foiled-1400-telangana-activists-held-1-5454.html
1343,http://aajtak.intoday.in/gallery/top-news-headlines-on-12th-july-2014-1-7010.html
1344,http://aajtak.intoday.in/gallery/top-news-of-22th-nov-2013-1-6056.html
1345,http://aajtak.intoday.in/gallery/Close-shave-for-Arjun-Munda-in-chopper-crash-1-3369.html
1346,http://aajtak.intoday.in/gallery/air-force-helicopter-crash-1-3988.html
1347,http://aajtak.intoday.in/gallery/top-news-of-17th-january-2016-1-9694.html
1348,http://aajtak.intoday.in/gallery/booked-in-dsps-killing-case-minister-raja-bhaiya-quits-1-5018.html
1349,http://aajtak.intoday.in/gallery/28-january-2013-news-reel-1-4830.html
1350,http://aajtak.intoday.in/gallery/big-news-of-25th-october-2014-in-pictures-1-7606.html
1351,http://aajtak.intoday.in/gallery/indian-air-force-inducts-c-17-globe-master-1-5755.html
1352,http://aajtak.intoday.in/gallery/india-today-conclave-2014-narendra-modi-is-lying-about-gujarats-developmnent-1-6458.html
1353,http://aajtak.intoday.in/gallery/top-news-of-3rd-february-2014-1-6331.html
1354,http://aajtak.intoday.in/gallery/narendra-modi-and-his-cabinets-swearing-in-ceremony-pictures-1-6788.html
1355,http://aajtak.intoday.in/gallery/train-accident-kaifiyat-express-derailed-in-auraiya-dumper-uttar-pradesh-1-14207.html
1356,http://aajtak.intoday.in/gallery/news-on-14-nov-2013-1-6033.html
1357,http://aajtak.intoday.in/gallery/top-news-of-19th-october-2013-1-5936.html
1358,http://aajtak.intoday.in/gallery/top-news-of-31st-may-2016-on-sonia-gandhi-statement-against-pm-modi-eam-sushma-swaraj-admiral-sunil-lanba-1-10435.html
1359,http://aajtak.intoday.in/gallery/21-august-2012-1-3936.html
1360,http://aajtak.intoday.in/gallery/supporters-gather-outside-akhilesh-yadav-residence-raise-slogans-in-his-support-1-11289.html
1361,http://aajtak.intoday.in/gallery/04-august-2012-1-3821.html
1362,http://aajtak.intoday.in/gallery/iaf-c-130j-super-hercules-cargo-plane-crash-kills-5-1-6548.html
1363,http://aajtak.intoday.in/gallery/news-reel-of-05-march-2014-1-6447.html
1364,http://aajtak.intoday.in/gallery/bsf-charter-plane-crash-at-delhi-airport-10-died-1-9604.html
1365,http://aajtak.intoday.in/gallery/top-news-of-02-april-2013-1-5190.html
1366,http://aajtak.intoday.in/gallery/big-news-of-8th-october-2014-in-pictures-1-7497.html
1367,http://aajtak.intoday.in/gallery/top-news-of-10th-nov-2013-1-6020.html
1368,http://aajtak.intoday.in/gallery/top-news-of-28-august-2013-in-pics-1-5739.html
1369,http://aajtak.intoday.in/gallery/66th-Independence-day-of-India-1-3892.html
1370,http://aajtak.intoday.in/gallery/nirmala-sitharaman-working-style-changes-in-defence-ministry-new-raksha-mantri-1-14684.html
1371,http://aajtak.intoday.in/gallery/Varsha-Bhosle-daughter-of-Asha-Bhosle-commits-suicide-1-4211.html
1372,http://aajtak.intoday.in/gallery/13-july-2012-1-3694.html
1373,http://aajtak.intoday.in/gallery/top-and-big-news-of-29th-june-2016-1-10597.html
1374,http://aajtak.intoday.in/gallery/Newsreel-of-4th-October-2012-1-4191.html
1375,http://aajtak.intoday.in/gallery/top-news-of-16th-april-2014-in-pictures--1-6618.html
1376,http://aajtak.intoday.in/gallery/photos-1-1874.html
1377,http://aajtak.intoday.in/gallery/top-news-of-13th-febraury-2016-in-photos-1-9801.html
1378,http://aajtak.intoday.in/gallery/top-news-of-4-december-2013-1-6103.html
1379,http://aajtak.intoday.in/gallery/Aajtak-gets-best-hindi-news-channel-award-again-1-4363.html
1380,http://aajtak.intoday.in/gallery/top-news-of-17th-october-2014-1-7569.html
1381,http://aajtak.intoday.in/gallery/14-december-2012-newsreel-of-the-day-1-4607.html
1382,http://aajtak.intoday.in/gallery/top-news-of-23-august-2013-1-5719.html
1383,http://aajtak.intoday.in/gallery/news-reel-15-june-2014-1-6885.html
1384,http://aajtak.intoday.in/gallery/top-news-of-11th-april-2016-1-10088.html
1385,http://aajtak.intoday.in/gallery/gurudev-rabindranath-tagore-1-3837.html
1386,http://aajtak.intoday.in/gallery/top-news-on-3rd-june-2016-1-10451.html
1387,http://aajtak.intoday.in/gallery/bollywood-dialogues-swacch-bharat-abhiyan-pm-modi-shares-on-twitter-1-12018.html
1388,http://aajtak.intoday.in/gallery/top-news-of-7-october-2013-1-5895.html
1389,http://aajtak.intoday.in/gallery/ramya-becames-head-of-congress-social-media-head-1-12500.html
1390,http://aajtak.intoday.in/gallery/top-news-of-26th-feb-2014-1-6417.html
1391,http://aajtak.intoday.in/gallery/14-decamber-newsreel-of-the-day-1-4601.html
1392,http://aajtak.intoday.in/gallery/team-anna-end-fast-1-3811.html
1393,http://aajtak.intoday.in/gallery/news-reel-of-22-march-2013-1-5144.html
1394,http://aajtak.intoday.in/gallery/26-feburary-2013-newsreel--1-4984.html
1395,http://aajtak.intoday.in/gallery/petrol-pump-set-a-fire-in-east-delhi-1-4003.html
1396,http://aajtak.intoday.in/gallery/exclusive-photos-super-hercules-aircraft-crashes-near-gwalior-1-6549.html
1397,http://aajtak.intoday.in/gallery/cabinet-clears-bill-providing-for-stringest-punishment-for-rape-1-5077.html
1398,http://aajtak.intoday.in/gallery/Top-News-of-19th-October-2012-1-4273.html
1399,http://aajtak.intoday.in/gallery/top-news-of-20-december-2012-1-4636.html
1400,http://aajtak.intoday.in/gallery/top-news-of-15th-may-2016-1-10299.html
1401,http://aajtak.intoday.in/gallery/Aung-San-Suu-Kyi-arrives-in-India-pays-tribute-to-Gandhi-and-Nehru-1-4423.html
1402,http://aajtak.intoday.in/gallery/09-august-2013-top-news-in-pictures-1-5650.html
1403,http://aajtak.intoday.in/gallery/15th-february-s-all-big-news-in-photos-1-9807.html
1404,http://aajtak.intoday.in/gallery/advani-s-absence-puts-bjp-in-a-fix-over-making-narendra-modi-campaign-chief-1-5439.html
1405,http://aajtak.intoday.in/gallery/earthquake-hits-delhi-ncr-and-parts-of-asia-1-5251.html
1406,http://aajtak.intoday.in/gallery/top-news-of-24th-april-2014-1-6653.html
1407,http://aajtak.intoday.in/gallery/top-news-of-17-january-2013-1-4776.html
1408,http://aajtak.intoday.in/gallery/top-news-of-10th-april-2014-1-6595.html
1409,http://aajtak.intoday.in/gallery/top-news-of-11th-july-2016-on-pm-modi-in-kenya-jammu-kashmir-violence-for-burhan-wani-1-10664.html
1410,http://aajtak.intoday.in/gallery/top-and-big-news-of-27-august-2016-1-10904.html
1411,http://aajtak.intoday.in/gallery/top-news-of-19th-dec-2013-1-6171.html
1412,http://aajtak.intoday.in/gallery/Chidambaram-visits-Bhopal-gas-victims-hospital-1-3523.html
1413,http://aajtak.intoday.in/gallery/breathtaking-photos-of-man-rescuing-his-wife-in-odisha-from-hudhud-1-7535.html
1414,http://aajtak.intoday.in/gallery/India-Today-Real-Estate-Conclave-2012-1-4386.html
1415,http://aajtak.intoday.in/gallery/03-august-2012-1-3813.html
1416,http://aajtak.intoday.in/gallery/top-news-of-3rd-january-2013-1-4702.html
1417,http://aajtak.intoday.in/gallery/top-news-of-27-may-2013-1-5413.html
1418,http://aajtak.intoday.in/gallery/dawood-ibrahim-heart-attack-critical-in-pakistan-family-junaid-mahrukh-mahreen-1-12293.html
1419,http://aajtak.intoday.in/gallery/top-news-of-15th-october-2013-1-5920.html
1420,http://aajtak.intoday.in/gallery/top-news-of-5th-august-2013-1-5627.html
1421,http://aajtak.intoday.in/gallery/top-news-of-8-december-2014-in-pictures-1-7921.html
1422,http://aajtak.intoday.in/gallery/big-news-of-3rd-august-2014-in-pictures-1-7115.html
1423,http://aajtak.intoday.in/gallery/top-news-of-28th-august-2016-on-pm-modi-mann-ki-baat-jammu-kashmir-delhi-cm-arvind-kejriwal-mayawati-speech-at-rally-1-10907.html
1424,http://aajtak.intoday.in/gallery/top-news-on-5th-september-2016-1-10941.html
1425,http://aajtak.intoday.in/gallery/pandit-jawaharlal-nehrus-birthday-life-history-in-photos-1-4421.html
1426,http://aajtak.intoday.in/gallery/tejas-express-passengers-already-stolen-headphones-and-break-glasses-1-12740.html
1427,http://aajtak.intoday.in/gallery/india-first-bullet-train-feature-speed-safety-1-14680.html
1428,http://aajtak.intoday.in/gallery/pm-modi-launched-iocl-refinery-and-visit-lord-jagannath-temple-in-odisha-1-9773.html
1429,http://aajtak.intoday.in/gallery/top-news-of-12th-january-2016-in-pictures-1-9673.html
1430,http://aajtak.intoday.in/gallery/india-celebrating-65th-republic-day-1-6302.html
1431,http://aajtak.intoday.in/gallery/top-news-of-18-may-2013-1-5388.html
1432,http://aajtak.intoday.in/gallery/anupriya-patel-is-the-youngest-minister-in-modi-cabinet-1-10632.html
1433,http://aajtak.intoday.in/gallery/Newsreel-of-1-Oct-2012-in-pics-1-4173.html
1434,http://aajtak.intoday.in/gallery/news-story-of-10th-may-2014-1-6715.html
1435,http://aajtak.intoday.in/gallery/delhi-government-probable-names-for-minister-post-1-6183.html
1436,http://aajtak.intoday.in/gallery/top-news-of-17th-september-2016-on-pm-narendra-modi-birthday-team-india-arrived-kanpur-up-cm-akhilesh-yadav-shivpal-yadav-india-today-mindrocks-jammu-kashmir-indian-railway-1-10995.html
1437,http://aajtak.intoday.in/gallery/news-in-pics-on-6-september-2013-1-5773.html
1438,http://aajtak.intoday.in/gallery/top-news-of-14-june-2013-1-5453.html
1439,http://aajtak.intoday.in/gallery/top-news-of-1st-september-2016-1-10918.html
1440,http://aajtak.intoday.in/gallery/Suu-Kyi-visited-Andhras-Anantpurs-village-1-4440.html
1441,http://aajtak.intoday.in/gallery/wax-figure-of-pm-modi-ready-to-launch-in-madame-tussads-museum-london-1-10132.html
1442,http://aajtak.intoday.in/gallery/top-news-of-23-october-2013-1-5949.html
1443,http://aajtak.intoday.in/gallery/29-january-2013-news-reel-1-4832.html
1444,http://aajtak.intoday.in/gallery/news--in-pics-8-nov-2013-1-6016.html
1445,http://aajtak.intoday.in/gallery/top-news-of-20th-june-2014-1-6924.html
1446,http://aajtak.intoday.in/gallery/news-on-04-oct-2013-in-pics-1-5880.html
1447,http://aajtak.intoday.in/gallery/31-august-2012-1-3994.html
1448,http://aajtak.intoday.in/gallery/terrorist-attack-in-gurudaspur-punjab-live-pictures-1-8979.html
1449,http://aajtak.intoday.in/gallery/gul-panag-takes-the-bullet-way-to-campaign-for-aap-1-8233.html
1450,http://aajtak.intoday.in/gallery/top-news-of-24-october-2013-1-5957.html
1451,http://aajtak.intoday.in/gallery/top-news-on-25th-august-2016-1-10893.html
1452,http://aajtak.intoday.in/gallery/international-fleet-review-in-the-presence-of-president-pranab-mukherjee-and-pm-modi-1-9768.html
1453,http://aajtak.intoday.in/gallery/maharashtra-train-derailment-kills-19-1-6693.html
1454,http://aajtak.intoday.in/gallery/rajnath-singh-kick-football-for-tournament-promote-the-sport-1-12180.html
1455,http://aajtak.intoday.in/gallery/lance-naik-hanumanthappa-nation-praying-for-brave-son-1-9783.html
1456,http://aajtak.intoday.in/gallery/15-jan-2013-top-news-of-the-day-1-4771.html
1457,http://aajtak.intoday.in/gallery/how-i-made-it-session-1-4029.html
1458,http://aajtak.intoday.in/gallery/friends-who-left-aap-chief-arvind-kejriwal--1-8337.html
1459,http://aajtak.intoday.in/gallery/meet-udyan-raje-bhonslae-person-of-shivaji-maharaj-dynasty-1-15188.html
1460,http://aajtak.intoday.in/gallery/congress-leader-sajjan-kumar-acquitted-in-1984-riots-case-1-5313.html
1461,http://aajtak.intoday.in/gallery/top-news-of-10th-august-2014-1-7145.html
1462,http://aajtak.intoday.in/gallery/india-today-conclave-day-2-coverage-and-personalities-in-the-programme-1-9972.html
1463,http://aajtak.intoday.in/gallery/top-news-of-30th-november-2015-1-9488.html
1464,http://aajtak.intoday.in/gallery/top-news-of-this-week-1-4925.html
1465,http://aajtak.intoday.in/gallery/bullet-train-narendra-modi-shinzo-abe-chemistry-friendship-1-14736.html
1466,http://aajtak.intoday.in/gallery/16-july-2012-1-3702.html
1467,http://aajtak.intoday.in/gallery/news-on-13-march-2013-1-5073.html
1468,http://aajtak.intoday.in/gallery/newsreel-of-9th-may-2013-1-5355.html
1469,http://aajtak.intoday.in/gallery/top-news-of-20th-december-2015-1-9599.html
1470,http://aajtak.intoday.in/gallery/top-news-of-16-june-2014-1-6896.html
1471,http://aajtak.intoday.in/gallery/news-of-24-july-2013-in-pics-1-5577.html
1472,http://aajtak.intoday.in/gallery/top-news-of-1-september-2013-1-5752.html
1473,http://aajtak.intoday.in/gallery/top-news-of-17-august-2014-1-7331.html
1474,http://aajtak.intoday.in/gallery/coalition-politics-1-5244.html
1475,http://aajtak.intoday.in/gallery/23-feburary-2013-newsreel--1-4961.html
1476,http://aajtak.intoday.in/gallery/hate-speech-akbaruddin-owaisi-sent-to-judicial-custody-1-4731.html
1477,http://aajtak.intoday.in/gallery/top-news-on-10th-june-2016-1-10495.html
1478,http://aajtak.intoday.in/gallery/pics-of-holi-celebrations-2011-1-170.html
1479,http://aajtak.intoday.in/gallery/pm-narendra-modi-reaches-us-for-his-5-day-visit-1-7407.html
1480,http://aajtak.intoday.in/gallery/delhi-elections-2015-winner-women-candidates-1-8255.html
